"Protein_A","Protein_B","Abd_A","Abd_B","Colony_Size"
"GNP1","OST1","46.7","52.8",47478
"GNP1","CAN1","46.7","4.97",26565
"GNP1","SPF1","46.7",108,34942
"GOT1","SFT2","1.17","24.8",32048
"GOT1","YCR043C","1.17","15.1",54434
"GOT1","ERV29","1.17","49.8",24243
"GOT1","PHO88","1.17",404,25998
"GOT1","MSC7","1.17","63.9",23258
"GOT1","RBD2","1.17","22.4",61040
"GOT1","SSH1","1.17","100.0",24942
"GOT1","AKR1","1.17","13.8",23419
"GOT1","ARF1","1.17",797,46196
"GOT1","ERP1","1.17",122,25258
"GOT1","SEY1","1.17","40.8",23910
"GOT1","ERV25","1.17","88.8",49348
"GOT1","GAP1","1.17","11.9",49850
"GOT1","PHS1","1.17","4.96",47391
"GOT1","RTN1","1.17",542,68283
"GOT1","CHO1","1.17","37.3",69191
"GOT1","ERG1","1.17","90.2",46841
"GOT1","AGP1","1.17","10.6",112825
"GOT1","OST1","1.17","52.8",61207
"GOT1","SAC1","1.17",137,38435
"GOT1","CAN1","1.17","4.97",20541
"GOT1","SPF1","1.17",108,49612
"GOT1","ERP2","1.17",155,32659
"GOT1","YOP1","1.17",186,44548
"GOT1","UBP1","1.17","44.6",21787
"GPA2","WSC2","23.4","1.68",45909
"GPA2","HNM1","23.4","19.7",39209
"GPA2","HXT5","23.4","26.3",22904
"GPA2","MEP1","23.4","1.25",29628
"GPA2","MEP3","23.4","1.34",33733
"GPA2","MID2","23.4","7.82",86544
"GPA2","MUP1","23.4","16.2",61925
"GPA2","PDR12","23.4","14.2",92201
"GPA2","SFK1","23.4","7.29",57837
"GPA2","PST2","23.4",549,56954
"GPA2","HSP30","23.4","64.3",48234
"GPA2","TPO2","23.4","30.3",41612
"GPA2","TPO3","23.4","25.7",52214
"GPA2","TPO4","23.4","14.4",36026
"GPA2","SYP1","23.4","62.6",37304
"GPA2","TPO1","23.4","8.4",23048
"GPA2","TCB3","23.4","87.3",43181
"GPA2","YGL108C","23.4","15.9",26408
"GPA2","FLC2","23.4","15.8",47084
"GPA2","GPA2","23.4","23.4",22004
"GPA2","YOR1","23.4","8.37",53846
"GPA2","YBL029C-A","23.4","39.5",29413
"GPA2","OSH6","23.4","36.6",23549
"GPA2","YLR326W","23.4","12.2",64306
"GPA2","FLC1","23.4","6.34",38152
"GPA2","YGR130C","23.4",117,39142
"GPA2","RFS1","23.4",125,76904
"GPA2","FMP45","23.4","29.3",26011
"GPA2","DNF1","23.4","14.5",23043
"GPA2","MYO5","23.4","45.1",23251
"GPA2","MBF1","23.4",1007,27028
"GPA2","HXT3","23.4",142,26083
"GPA2","HXT7","23.4",124,51376
"GPA2","RTN1","23.4",542,32395
"GPA2","CRP1","23.4",278,22210
"GPD2","RPN3",153,"75.8",21830
"GPD2","GLN1",153,430,22957
"GPD2","IPP1",153,1633,26284
"GPD2","RNR1",153,120,30436
"GPD2","RNR2",153,352,32947
"GPG1","HOR7","34.5","13.4",20028
"GPG1","MAF1","34.5","21.1",20113
"GPG1","SAM50","34.5","13.5",24973
"GPI1","SAM50",126,"13.5",20281
"GPI1","CHO1",126,"37.3",21128
"GPI11","GAP1","5.12","11.9",21619
"GPI12","TAF2","3.14","8.01",20574
"GPI13","ORM2","2.67","28.2",30295
"GPI13","GAP1","2.67","11.9",42142
"GPI13","ORM1","2.67","23.4",37272
"GPI13","CHO1","2.67","37.3",41074
"GPI13","AGP1","2.67","10.6",53460
"GPI17","GAA1","26.0","12.5",22130
"GPI17","GPI16","26.0","15.2",26654
"GPI17","GPI8","26.0","2.99",40981
"GPI17","GAP1","26.0","11.9",27428
"GPI17","PHO84","26.0",149,30848
"GPI17","AGP1","26.0","10.6",64154
"GPI17","SPF1","26.0",108,33459
"GPI8","GAA1","2.99","12.5",48497
"GPI8","GPI16","2.99","15.2",23789
"GPI8","GPI17","2.99","26.0",59987
"GPI8","GAP1","2.99","11.9",67443
"GPI8","HXT3","2.99",142,24208
"GPI8","HXT7","2.99",124,23203
"GPI8","PHO84","2.99",149,24771
"GPI8","AGP1","2.99","10.6",81250
"GPI8","SAC1","2.99",137,20952
"GPI8","CAN1","2.99","4.97",28250
"GPI8","SPF1","2.99",108,55103
"GPM2","HUG1","29.8","1.82",34728
"GPM2","YRA2","29.8","59.8",34253
"GPM2","DBP5","29.8",156,20089
"GPM2","ARO8","29.8",343,21316
"GPM2","RNR1","29.8",120,28851
"GPM2","RNR2","29.8",352,25225
"GPM2","UBA1","29.8",284,25199
"GPM3","BIO4","11.1","12.1",22769
"GPM3","TAF2","11.1","8.01",23280
"GPR1","URE2","1.67","27.6",25314
"GPT2","UBP6","25.0",126,23078
"GPT2","KRE9","25.0","36.2",24943
"GPT2","NTF2","25.0",486,21468
"GPT2","MSH2","25.0","13.7",24384
"GPT2","PWP1","25.0",103,21723
"GPT2","ALG5","25.0","7.13",31322
"GPT2","ADH4","25.0","73.9",21447
"GPT2","GPI15","25.0","0.27",20098
"GPT2","ERG11","25.0",133,25362
